first_name,last_name,season,season_type,league,team,games,starts,minutes,points,two_points_made,two_points_attempted,three_points_made,three_points_attempted,free_throws_made,free_throws_attempted,blocked_shot_attempts,offensive_rebounds,defensive_rebounds,assists,screen_assists,turnovers,steals,deflections,loose_balls_recovered,blocked_shots,personal_fouls,personal_fouls_drawn,offensive_fouls,charges_drawn,technical_fouls,flagrant_fouls,ejections,points_off_turnovers,points_in_paint,second_chance_points,fast_break_points,possessions,estimated_possessions,team_possessions,usage_percentage,true_shooting_percentage,three_point_attempt_rate,free_throw_rate,offensive_rebounding_percentage,defensive_rebounding_percentage,total_rebounding_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,internal_box_plus_minus,first_name_norm_x,last_name_norm_x,full_name_norm_x,in_nba,plus_minus,calculated_possessions,plays_used,birth_date,first_name_norm_y,last_name_norm_y,full_name_norm_y
Shved,Winslow,2011.0,Full Season,NBA,,59.0,38.0,910.3833,264.0,103.0,220.0,0.0,0.0,58.0,75.0,25.0,93.0,180.0,32.0,0.0,43.0,23.0,0.0,0.0,26.0,126.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1888.0,1810.8561,8302.2471,14.5008,0.5236000000000001,0.0,0.3604,12.4179,21.7558,17.3478,7.08,1.3136,2.6404,14.4141,-2.7121,shved,winslow,shved|winslow,,-37.0,1888.0,304.0,1983-11-07,shved,winslow,shved|winslow
Shved,Winslow,2012.0,Full Season,NBA,Nets,58.0,35.0,1276.2333,268.0,96.0,201.0,0.0,0.0,76.0,104.0,24.0,141.0,209.0,35.0,0.0,66.0,47.0,0.0,0.0,39.0,149.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2534.0,2396.6537,5968.004,11.2132,0.543,0.0,0.5174,13.8263,18.576999999999998,16.4387,6.3081,1.9064,2.3271,21.1024,-3.3052,shved,winslow,shved|winslow,,-233.0,2534.0,323.0,1983-11-07,shved,winslow,shved|winslow
Sikma,Dibartolomeo,2012.0,Full Season,EuroLeague,Bison,23.0,14.0,541.53,175.0,53.0,91.0,14.0,47.0,27.0,54.0,8.0,12.0,52.0,56.0,0.0,35.0,28.0,0.0,0.0,1.0,50.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.7875,935.7875,1607.0772,18.0757,0.5409,0.3406,0.39130000000000004,4.1439,13.6194,9.2169,20.5177,3.0991,0.5795,17.7882,2.9161,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2013.0,Full Season,EuroCup,Bobcats,17.0,15.0,573.55,220.0,73.0,140.0,14.0,51.0,32.0,54.0,9.0,11.0,90.0,114.0,0.0,48.0,24.0,0.0,0.0,2.0,57.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.33,1012.33,1200.2169,22.623,0.5122,0.267,0.2827,3.6666,20.4239,12.994,31.9194,2.5769,0.5021,18.2676,4.584,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2016.0,Full Season,EuroLeague,Bison,27.0,26.0,815.28,243.0,70.0,151.0,26.0,79.0,25.0,44.0,15.0,18.0,93.0,173.0,0.0,63.0,55.0,0.0,0.0,5.0,82.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.6822,1434.6822,1909.3479,18.9899,0.4872,0.3435,0.1913,2.2898,16.5352,8.7224,35.8513,3.5404,0.9162,20.169,3.5929,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2017.0,Full Season,EuroLeague,Bison,33.0,33.0,896.62,322.0,104.0,212.0,28.0,114.0,30.0,60.0,15.0,29.0,102.0,182.0,0.0,69.0,49.0,0.0,0.0,5.0,73.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541.8508,1541.8508,2312.8863,23.8026,0.45690000000000003,0.3497,0.184,3.5598,15.7256,10.2428,37.8405,3.1351,0.3486,16.374,3.9225000000000003,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2018.0,Full Season,EuroLeague,Bison,31.0,31.0,899.49,451.0,146.0,262.0,34.0,116.0,57.0,99.0,15.0,20.0,99.0,249.0,0.0,70.0,54.0,0.0,0.0,2.0,80.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.9541,1565.9541,2393.7585,27.2567,0.5349,0.3069,0.2619,2.0603,16.233,9.4596,54.7689,3.4979,0.0008,14.2404,6.7885,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2019.0,Full Season,EuroLeague,Bison,33.0,33.0,1022.28,403.0,124.0,268.0,39.0,147.0,38.0,72.0,15.0,17.0,126.0,286.0,0.0,102.0,57.0,0.0,0.0,2.0,86.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1821.014,1821.014,2360.2606,26.0795,0.4511,0.3542,0.17350000000000002,1.3053,18.0168,9.0075,47.5961,2.9392,0.2863,18.5901,3.8335,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2020.0,Full Season,EuroLeague,Bison,28.0,28.0,901.37,373.0,110.0,224.0,32.0,114.0,57.0,96.0,14.0,12.0,126.0,254.0,0.0,92.0,31.0,0.0,0.0,3.0,78.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649.4951,1649.4951,2232.5655,24.8569,0.49050000000000005,0.3373,0.28400000000000003,1.7641,17.4183,10.8663,46.5933,2.3655,0.9922000000000001,19.4816,1.8767,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2021.0,Full Season,EuroLeague,Lions,25.0,21.0,622.1,207.0,62.0,116.0,21.0,62.0,20.0,36.0,9.0,6.0,83.0,185.0,0.0,66.0,21.0,0.0,0.0,4.0,52.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077.0795,1077.0795,1740.0036,20.9097,0.5339,0.3483,0.20220000000000002,1.6529,15.8217,10.8701,52.2359,1.7698,1.1624,25.4002,2.1330999999999998,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2021.0,Full Season,Spain - ACB,Lions,21.0,13.0,404.66,177.0,53.0,110.0,20.0,47.0,11.0,19.0,8.0,13.0,51.0,109.0,0.0,40.0,21.0,0.0,0.0,2.0,49.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.6845,735.6845,1527.8007,24.275,0.5352,0.2994,0.121,4.8719,16.6571,11.3167,46.7693,3.1773,1.0899,19.478,5.1157,sikma,dibartolomeo,sikma|dibartolomeo,True,,,,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2014.0,Full Season,NBA,Grizzlies,71.0,7.0,1172.5833,347.0,123.0,250.0,19.0,61.0,44.0,72.0,25.0,23.0,114.0,207.0,0.0,101.0,66.0,0.0,0.0,8.0,117.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2379.0,2193.0127,8073.8278,17.4614,0.5063,0.1961,0.2315,2.0943,11.1905,7.3505,27.526,2.9278,0.9739000000000001,22.7642,-0.9500000000000001,sikma,dibartolomeo,sikma|dibartolomeo,,21.0,2379.0,452.0,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Sikma,Dibartolomeo,2015.0,Full Season,NBA,Grizzlies,67.0,3.0,964.1,276.0,99.0,227.0,17.0,56.0,27.0,53.0,25.0,20.0,102.0,162.0,0.0,71.0,72.0,0.0,0.0,6.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1994.0,1846.9221,8637.8711,17.9423,0.4505,0.19790000000000002,0.18730000000000002,1.7596,13.7494,8.3159,24.3304,3.7009,0.7345,18.8169,-0.41450000000000004,sikma,dibartolomeo,sikma|dibartolomeo,,94.0,1994.0,381.0,1989-01-13,sikma,dibartolomeo,sikma|dibartolomeo
Silas,Helmanis,2021.0,Full Season,EuroLeague,Pilots,20.0,19.0,470.71,197.0,77.0,115.0,1.0,2.0,40.0,57.0,6.0,88.0,83.0,16.0,0.0,13.0,8.0,0.0,0.0,9.0,27.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.6587,814.6587,1773.9798,15.955400000000001,0.6933,0.0171,0.4872,24.4831,23.6913,24.5957,8.9483,1.0158,2.566,8.3828,6.0839,silas,helmanis,silas|helmanis,False,,,,1995-01-23,silas,helmanis,silas|helmanis
Simanic,Webster,2021.0,Full Season,EuroCup,Purple Eagles,4.0,0.0,53.42,8.0,3.0,11.0,0.0,0.0,2.0,2.0,2.0,6.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4019,96.4019,730.8573,14.4085,0.3367,0.0,0.18180000000000002,13.8671,19.8187,16.8386,0.0,1.5774,3.6273,25.1889,-12.5136,simanic,webster,simanic|webster,False,,,,2001-05-02,simanic,webster,simanic|webster
Simanic,Webster,2021.0,Full Season,Italy - Liga A,Purple Eagles,2.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7504,14.7504,1401.2925,17.772100000000002,0.0,0.0,0.0,14.9522,0.0,7.0339,0.0,0.0,12.2907,66.6667,-12.334,simanic,webster,simanic|webster,False,,,,2001-05-02,simanic,webster,simanic|webster
Simisola,Huskic,2012.0,Full Season,EuroLeague,Black Bears,3.0,1.0,86.51,32.0,4.0,9.0,8.0,19.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.9093,148.9093,1101.6222,19.0142,0.5714,0.6786,0.0,0.0,14.8482,5.4188,16.5386,1.8892,0.0,12.5,2.4663,simisola,huskic,simisola|huskic,False,,,,1980-08-15,simisola,huskic,simisola|huskic
Simisola,Huskic,2012.0,Full Season,Italy - Liga A,Black Bears,18.0,2.0,391.0,151.0,22.0,51.0,26.0,75.0,29.0,36.0,1.0,7.0,36.0,43.0,0.0,39.0,10.0,0.0,0.0,1.0,37.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.1661,711.1661,3201.1568,22.2536,0.5323,0.5952000000000001,0.2857,2.3973,10.4306,8.0117,17.4666,1.317,0.3927,21.566,-0.915,simisola,huskic,simisola|huskic,False,,,,1980-08-15,simisola,huskic,simisola|huskic
Simisola,Huskic,2013.0,Full Season,EuroLeague,Blue Demons,9.0,3.0,114.76,13.0,0.0,11.0,2.0,13.0,7.0,8.0,1.0,1.0,7.0,13.0,0.0,7.0,3.0,0.0,0.0,1.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0188,198.0188,1656.5112,15.2804,0.23620000000000002,0.5417000000000001,0.33330000000000004,0.735,8.5197,6.3035,16.8264,2.0486,1.1371,20.2781,-7.55,simisola,huskic,simisola|huskic,False,,,,1980-08-15,simisola,huskic,simisola|huskic
Simisola,Huskic,2013.0,Full Season,Italy - Liga A,Black Bears,26.0,5.0,572.0,173.0,29.0,58.0,32.0,102.0,19.0,26.0,6.0,4.0,44.0,62.0,0.0,34.0,16.0,0.0,0.0,1.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.0943,1031.0943,2703.9187,17.3062,0.5045000000000001,0.6375000000000001,0.1625,2.277,10.5359,4.6858,20.4084,1.2899,0.6747000000000001,16.5498,-0.7033,simisola,huskic,simisola|huskic,False,,,,1980-08-15,simisola,huskic,simisola|huskic
Simisola,Huskic,2015.0,Full Season,EuroCup,Cornhuskers,6.0,0.0,137.44,39.0,7.0,15.0,6.0,22.0,7.0,9.0,2.0,0.0,11.0,17.0,0.0,12.0,5.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.9898,244.9898,1167.5413,19.799,0.4761,0.5946,0.2432,0.0,8.8709,6.6392,25.4856,2.5006,0.0,22.6586,-4.1599,simisola,huskic,simisola|huskic,False,,,,1980-08-15,simisola,huskic,simisola|huskic
Simmons,Felder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979-07-12,simmons,felder,simmons|felder
Sipahi,Robbie,2012.0,Full Season,EuroCup,Monarchs,3.0,2.0,79.03,42.0,17.0,31.0,0.0,1.0,8.0,19.0,1.0,3.0,20.0,3.0,0.0,6.0,2.0,0.0,0.0,2.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.9845,139.9845,1133.6144,28.5394,0.5203,0.031200000000000002,0.5938,5.2347,33.6941,20.1638,8.9589,1.6512,3.3476,12.9422,-2.8066,sipahi,robbie,sipahi|robbie,True,,,,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2012.0,Full Season,Spain - ACB,Monarchs,3.0,2.0,87.62,46.0,18.0,33.0,0.0,0.0,10.0,13.0,1.0,7.0,21.0,6.0,0.0,7.0,4.0,0.0,0.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.378,152.378,2869.4654,25.5843,0.594,0.0,0.39390000000000003,10.2745,34.8889,21.2642,18.0108,2.4282,1.6535000000000002,15.3106,3.2291,sipahi,robbie,sipahi|robbie,True,,,,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2011.0,Full Season,NBA,Spurs,63.0,6.0,788.1333,298.0,111.0,206.0,0.0,1.0,76.0,143.0,23.0,79.0,136.0,27.0,0.0,34.0,32.0,0.0,0.0,18.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.0,1513.9172,8161.8602,17.7592,0.552,0.0048000000000000004,0.6908000000000001,11.699300000000001,20.82,15.4041,8.0408,1.949,1.295,11.1872,-0.5893,sipahi,robbie,sipahi|robbie,,-30.0,1627.0,318.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2012.0,Full Season,NBA,Spurs,72.0,2.0,1288.4333,625.0,242.0,390.0,0.0,0.0,141.0,224.0,43.0,101.0,241.0,75.0,0.0,96.0,26.0,0.0,0.0,51.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2683.0,2491.415,7463.9964,20.7726,0.6396000000000001,0.0,0.5744,8.3698,22.4697,14.9683,11.7066,1.3307,2.8165,16.4226,1.8531,sipahi,robbie,sipahi|robbie,,177.0,2683.0,606.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2013.0,Full Season,NBA,Spurs,100.0,73.0,2384.6333,954.0,360.0,644.0,0.0,3.0,234.0,318.0,91.0,165.0,408.0,153.0,0.0,124.0,78.0,0.0,0.0,78.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4952.5,4631.9514,9739.2769,17.6781,0.6062000000000001,0.0046,0.49150000000000005,8.955,20.0825,15.432,11.2184,1.5072999999999999,2.1659,13.6126,1.9923000000000002,sipahi,robbie,sipahi|robbie,,392.0,4952.5,936.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2014.0,Full Season,NBA,Spurs,82.0,68.0,1787.2,656.0,242.0,442.0,0.0,4.0,172.0,244.0,54.0,168.0,335.0,136.0,0.0,93.0,45.0,0.0,0.0,42.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3745.5,3517.53,9958.9871,16.4354,0.5927,0.009000000000000001,0.5471,10.1228,22.0015,15.6151,10.2105,1.5323,1.6635,14.3883,1.8799000000000001,sipahi,robbie,sipahi|robbie,,361.0,3745.5,670.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2015.0,Full Season,NBA,Spurs,59.0,42.0,1153.0667,452.0,178.0,327.0,0.0,0.0,96.0,139.0,34.0,104.0,179.0,87.0,0.0,67.0,39.0,0.0,0.0,38.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2389.5,2254.0367,8468.2761,17.9395,0.5822,0.0,0.42510000000000003,10.3772,18.4691,12.7894,12.0921,1.8723,2.9322,14.7201,1.5971000000000002,sipahi,robbie,sipahi|robbie,,215.0,2389.5,467.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2016.0,Full Season,NBA,Hawks,36.0,2.0,579.4833,201.0,81.0,153.0,0.0,2.0,39.0,48.0,19.0,45.0,75.0,30.0,0.0,24.0,20.0,0.0,0.0,12.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.5,1170.7714,8992.6719,15.4454,0.5706,0.0129,0.30970000000000003,8.2883,13.844,10.421,7.1846,1.8267,1.3171,11.9928,-1.6841,sipahi,robbie,sipahi|robbie,,103.0,1250.5,205.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sipahi,Robbie,2017.0,Full Season,NBA,76ers,8.0,0.0,75.9667,39.0,12.0,25.0,2.0,6.0,9.0,11.0,5.0,8.0,14.0,4.0,15.0,6.0,1.0,3.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.5,155.9527,8141.8378,23.860500000000002,0.5441,0.1935,0.3548,12.9628,19.9746,17.0241,9.1961,0.6635,1.0877,14.3403,-4.1711,sipahi,robbie,sipahi|robbie,,-4.0,165.5,43.0,1985-02-19,sipahi,robbie,sipahi|robbie
Sirvydis,Punter,2012.0,Full Season,NBA,Pistons,28.0,0.0,357.25,84.0,29.0,82.0,4.0,13.0,14.0,22.0,5.0,7.0,19.0,58.0,0.0,33.0,18.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.5,664.2196,5936.6079,17.8137,0.4012,0.1368,0.2316,1.7191,5.8129,3.376,27.337,2.8975,0.0337,23.9686,-5.5435,sirvydis,punter,sirvydis|punter,,-68.0,724.5,137.0,1982-09-18,sirvydis,punter,sirvydis|punter
Sisko,Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978-08-08,sisko,jefferson,sisko|jefferson
Siva,Jean-Charles,2021.0,Full Season,EuroCup,Scarlet Knights,1.0,0.0,4.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0242,8.0242,983.2811,10.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.5458,siva,jean-charles,siva|jean-charles,False,,,,1994-02-25,siva,jean-charles,siva|jean-charles
Skal,Schneider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981-05-04,skal,schneider,skal|schneider
Skinner,Trepagnier,2021.0,Full Season,Italy - Liga A,Sharks,3.0,0.0,20.0,7.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.9007,36.9007,1420.6782,21.6709,0.5833,0.16670000000000001,0.0,19.1717,13.9212,15.6793,27.3002,0.0,0.0,33.3333,-2.761,skinner,trepagnier,skinner|trepagnier,False,,,,1988-03-04,skinner,trepagnier,skinner|trepagnier
Slaughter,Landry,2021.0,Full Season,Spain - ACB,Stags,16.0,1.0,137.68,20.0,9.0,17.0,0.0,4.0,2.0,9.0,1.0,18.0,13.0,8.0,0.0,8.0,4.0,0.0,0.0,1.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.5041,253.5041,1489.9809,11.1964,0.4006,0.1905,0.42860000000000004,14.852,12.8131,13.6825,10.9889,1.6712,1.3704,24.2718,-3.995,slaughter,landry,slaughter|landry,False,,,,1993-04-22,slaughter,landry,slaughter|landry
Slavko,Jackson,2021.0,Full Season,EuroLeague,Monarchs,15.0,2.0,78.0,15.0,4.0,10.0,1.0,5.0,4.0,6.0,2.0,1.0,3.0,5.0,0.0,2.0,2.0,0.0,0.0,2.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.1533,135.1533,1750.0408,12.7812,0.4252,0.33330000000000004,0.4,1.7709000000000001,7.1853,4.2665,12.3356,1.7283,3.0647,10.1833,-4.6013,slavko,jackson,slavko|jackson,False,,,,1999-03-20,slavko,jackson,slavko|jackson
Slavko,Jackson,2021.0,Full Season,Spain - ACB,Monarchs,11.0,4.0,104.81,25.0,3.0,10.0,5.0,11.0,4.0,5.0,2.0,3.0,11.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.7724,189.7724,1593.364,12.1954,0.5388000000000001,0.5238,0.2381,5.1605,14.1209,10.0195,0.9032,1.1985000000000001,0.7995,11.4504,-2.2332,slavko,jackson,slavko|jackson,False,,,,1999-03-20,slavko,jackson,slavko|jackson
Slokar,Caboclo,2021.0,Full Season,EuroCup,Scarlet Knights,12.0,7.0,300.69,153.0,50.0,80.0,7.0,28.0,32.0,45.0,3.0,18.0,49.0,16.0,0.0,24.0,23.0,0.0,0.0,7.0,32.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.9655,527.9655,983.2811,24.3055,0.5986,0.25930000000000003,0.4167,6.9245,24.0504,15.2874,9.8724,4.5838,2.1107,15.8103,6.3232,slokar,caboclo,slokar|caboclo,False,,,,1994-07-12,slokar,caboclo,slokar|caboclo
Sloukas,Hommes,2021.0,Full Season,EuroCup,Beavers,10.0,9.0,257.44,54.0,10.0,17.0,8.0,26.0,10.0,14.0,1.0,14.0,33.0,13.0,0.0,10.0,20.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.2748,455.2748,707.3984,11.1588,0.5492,0.6047,0.3256,6.1439,17.953,13.6281,11.1085,4.7728,0.0,16.9033,3.1464,sloukas,hommes,sloukas|hommes,False,,,,1989-07-03,sloukas,hommes,sloukas|hommes
Smits,Mcleod,2017.0,Full Season,Italy - Liga A,Purple Aces,30.0,24.0,694.0,191.0,79.0,151.0,1.0,2.0,30.0,58.0,8.0,68.0,146.0,21.0,0.0,59.0,19.0,0.0,0.0,26.0,85.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265.641,1265.641,2206.6652,16.6844,0.535,0.0131,0.3791,13.549,27.144,18.5214,6.1417,1.7885,3.4303,24.84,-2.2387,smits,mcleod,smits|mcleod,False,,,,1994-05-04,smits,mcleod,smits|mcleod
Smits,Mcleod,2019.0,Full Season,EuroCup,Greyhounds,15.0,4.0,260.01,89.0,38.0,74.0,0.0,0.0,13.0,21.0,7.0,35.0,41.0,7.0,0.0,20.0,7.0,0.0,0.0,11.0,43.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.113,472.113,1770.3594,18.6964,0.5346000000000001,0.0,0.2838,17.2237,23.575,19.078,5.3653,1.6047,5.5001,19.3723,-0.8178000000000001,smits,mcleod,smits|mcleod,False,,,,1994-05-04,smits,mcleod,smits|mcleod
Smits,Mcleod,2020.0,Full Season,EuroLeague,Greyhounds,28.0,24.0,620.24,244.0,95.0,157.0,0.0,0.0,54.0,79.0,6.0,58.0,105.0,22.0,0.0,56.0,8.0,0.0,0.0,19.0,67.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.6238,1116.6238,2142.3753,19.0741,0.6362,0.0,0.5032,12.4257,22.2797,19.0172,6.8196,1.2295,2.9337,22.6025,-2.583,smits,mcleod,smits|mcleod,False,,,,1994-05-04,smits,mcleod,smits|mcleod
Smits,Mcleod,2021.0,Full Season,EuroLeague,Delta Devils,3.0,2.0,69.11,18.0,9.0,14.0,0.0,0.0,0.0,2.0,1.0,4.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7926,115.7926,1692.2407,12.6552,0.6048,0.0,0.1429,7.4777000000000005,14.5467,13.2333,4.8863,2.148,5.7138,11.8483,-0.7096,smits,mcleod,smits|mcleod,False,,,,1994-05-04,smits,mcleod,smits|mcleod
Smush,Pinkney,2021.0,Full Season,Italy - Liga A,Wildcats,14.0,7.0,269.0,55.0,21.0,37.0,1.0,6.0,10.0,19.0,1.0,3.0,33.0,27.0,0.0,15.0,9.0,0.0,0.0,2.0,28.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.1021,503.1021,1271.7823,11.6483,0.5354,0.1395,0.4419,1.0138,13.4776,9.5594,14.7248,2.0759,1.2169,22.604,-0.9631000000000001,smush,pinkney,smush|pinkney,False,,,,1989-10-27,smush,pinkney,smush|pinkney
Sola,Mirotic,2020.0,Full Season,EuroCup,RedHawks,10.0,10.0,267.8,128.0,30.0,60.0,16.0,41.0,20.0,22.0,3.0,1.0,22.0,62.0,0.0,33.0,15.0,0.0,0.0,2.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.6218,498.6218,903.0305,25.2731,0.5782,0.40590000000000004,0.21780000000000002,0.6487,10.4209,6.2007,46.3559,3.3426,0.5192,22.9677,0.22590000000000002,sola,mirotic,sola|mirotic,True,,,,2001-08-25,sola,mirotic,sola|mirotic
Sola,Mirotic,2021.0,Full Season,NBA,Pistons,7.0,7.0,147.8333,32.0,8.0,27.0,5.0,20.0,1.0,2.0,4.0,1.0,7.0,25.0,1.0,17.0,2.0,12.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,301.1892,3386.0866,19.0619,0.3342,0.42550000000000004,0.0426,0.0218,5.2474,4.1599,25.5776,0.4897,0.0,26.2022,-10.4979,sola,mirotic,sola|mirotic,,-38.0,326.0,65.0,2001-08-25,sola,mirotic,sola|mirotic
Solomon,Caruso,2021.0,Full Season,Spain - ACB,Dons,18.0,2.0,238.07,70.0,10.0,22.0,11.0,26.0,17.0,18.0,1.0,5.0,17.0,31.0,0.0,21.0,11.0,0.0,0.0,0.0,37.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.4203,424.4203,1355.8772,15.8227,0.6259,0.5417000000000001,0.375,4.0711,10.2886,5.2278,22.7407,2.5121,0.0,27.3011,-1.5110999999999999,solomon,caruso,solomon|caruso,False,,,,1978-07-08,solomon,caruso,solomon|caruso
